BRAND,SUBCATEGORY,CATEGORY,SECTION,AVG_QTY_STRUK_MONTH_BEFORE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_GROWTH,SPT_BEFORE,SPT_AFTER,SPT_GROWTH,BUYER_COUNT_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_GROWTH
KOJIC,3241E - FACIAL BAR SOAP,3241 - FACIAL WASH SOAP,PERSONAL CARE,1.0,1.0,0.0,17.5,14.33,-0.1811,29026.0,29116.0,0.0031,34.0,38.0,0.1176
KOJIE SAN,3241E - FACIAL BAR SOAP,3241 - FACIAL WASH SOAP,PERSONAL CARE,1.17,1.14,-0.0256,187.5,177.67,-0.0524,22953.0,22020.0,-0.0406,293.0,403.0,0.3754
RDL,3241E - FACIAL BAR SOAP,3241 - FACIAL WASH SOAP,PERSONAL CARE,1.05,1.0,-0.0476,11.0,14.0,0.2727,39309.0,37693.0,-0.0411,20.0,39.0,0.95
POND'S,3242A - FACIAL CLEANSER MILK,3242 - FACIAL CLEANSER MILK,PERSONAL CARE,1.0,1.0,0.0,1.5,0.67,-0.5533,29167.0,30100.0,0.032,3.0,2.0,-0.3333
VIVA,3242A - FACIAL CLEANSER MILK,3242 - FACIAL CLEANSER MILK,PERSONAL CARE,1.03,1.01,-0.0194,74.0,83.0,0.1216,17192.0,16821.0,-0.0216,142.0,231.0,0.6268
WARDAH,3242A - FACIAL CLEANSER MILK,3242 - FACIAL CLEANSER MILK,PERSONAL CARE,1.0,1.0,0.0,6.0,3.67,-0.3883,23900.0,23900.0,0.0,12.0,11.0,-0.0833
DERMIES,3243A - FACIAL CLEANSER TONIC,3243 - FACIAL CLEANSER TONIC,PERSONAL CARE,1.0,1.0,0.0,8.0,0.33,-0.9588,28000.0,28000.0,0.0,16.0,1.0,-0.9375
EMINA,3243A - FACIAL CLEANSER TONIC,3243 - FACIAL CLEANSER TONIC,PERSONAL CARE,1.0,1.0,0.0,3.5,2.0,-0.4286,34500.0,34500.0,0.0,7.0,6.0,-0.1429
HANASUI,3243A - FACIAL CLEANSER TONIC,3243 - FACIAL CLEANSER TONIC,PERSONAL CARE,,1.0,,,0.67,,,27700.0,,,2.0,
NPURE,3243A - FACIAL CLEANSER TONIC,3243 - FACIAL CLEANSER TONIC,PERSONAL CARE,,1.0,,,0.67,,,23300.0,,,2.0,
OVALE,3243A - FACIAL CLEANSER TONIC,3243 - FACIAL CLEANSER TONIC,PERSONAL CARE,1.04,1.01,-0.0288,25.5,31.33,0.2286,36994.0,35852.0,-0.0309,48.0,83.0,0.7292
SAFI,3243A - FACIAL CLEANSER TONIC,3243 - FACIAL CLEANSER TONIC,PERSONAL CARE,1.0,,,0.5,,,51200.0,,,1.0,,
SKINTIFIC,3243A - FACIAL CLEANSER TONIC,3243 - FACIAL CLEANSER TONIC,PERSONAL CARE,,1.0,,,0.67,,,138600.0,,,2.0,
VIVA,3243A - FACIAL CLEANSER TONIC,3243 - FACIAL CLEANSER TONIC,PERSONAL CARE,1.06,1.04,-0.0189,88.5,99.67,0.1262,15327.0,15167.0,-0.0104,170.0,271.0,0.5941
WARDAH,3243A - FACIAL CLEANSER TONIC,3243 - FACIAL CLEANSER TONIC,PERSONAL CARE,1.24,1.09,-0.121,12.5,7.33,-0.4136,39140.0,34632.0,-0.1152,23.0,22.0,-0.0435
EMINA,3244B - MICELLAR WATER,3244 - CLEANSER,PERSONAL CARE,1.0,1.0,0.0,2.0,12.67,5.335,49900.0,49808.0,-0.0018,4.0,38.0,8.5
FACETOLOGY,3244B - MICELLAR WATER,3244 - CLEANSER,PERSONAL CARE,1.02,1.01,-0.0098,30.5,28.33,-0.0711,48607.0,46389.0,-0.0456,59.0,78.0,0.322
GARNIER,3244B - MICELLAR WATER,3244 - CLEANSER,PERSONAL CARE,1.03,1.1,0.068,124.5,140.67,0.1299,44265.0,45208.0,0.0213,234.0,367.0,0.5684
GLAD2GLOW,3244B - MICELLAR WATER,3244 - CLEANSER,PERSONAL CARE,1.01,1.01,0.0,95.0,97.0,0.0211,35652.0,35273.0,-0.0106,182.0,267.0,0.467
HANASUI,3244B - MICELLAR WATER,3244 - CLEANSER,PERSONAL CARE,,1.0,,,0.33,,,53500.0,,,1.0,
KYE,3244B - MICELLAR WATER,3244 - CLEANSER,PERSONAL CARE,,1.0,,,0.67,,,17400.0,,,2.0,
NIVEA,3244B - MICELLAR WATER,3244 - CLEANSER,PERSONAL CARE,1.04,1.0,-0.0385,13.0,9.33,-0.2823,40500.0,40914.0,0.0102,24.0,27.0,0.125
PIGEON,3244B - MICELLAR WATER,3244 - CLEANSER,PERSONAL CARE,1.29,1.5,0.1628,3.5,2.0,-0.4286,36286.0,42000.0,0.1575,4.0,6.0,0.5
POISE,3244B - MICELLAR WATER,3244 - CLEANSER,PERSONAL CARE,1.09,1.06,-0.0275,27.0,17.33,-0.3581,28231.0,28087.0,-0.0051,51.0,46.0,-0.098
POND'S,3244B - MICELLAR WATER,3244 - CLEANSER,PERSONAL CARE,1.13,1.05,-0.0708,27.0,37.33,0.3826,33485.0,31894.0,-0.0475,49.0,87.0,0.7755
THE ORIGINOTE,3244B - MICELLAR WATER,3244 - CLEANSER,PERSONAL CARE,1.0,1.0,0.0,5.0,9.33,0.866,54120.0,55557.0,0.0266,10.0,26.0,1.6
WARDAH,3244B - MICELLAR WATER,3244 - CLEANSER,PERSONAL CARE,1.0,1.0,0.0,18.0,12.33,-0.315,34014.0,34243.0,0.0067,35.0,33.0,-0.0571
DERMIES,3245A - MOISTURIZER 10-25G,3245 - MOISTURIZER,PERSONAL CARE,1.0,1.0,0.0,4.0,0.33,-0.9175,28000.0,28000.0,0.0,8.0,1.0,-0.875
EMINA,3245A - MOISTURIZER 10-25G,3245 - MOISTURIZER,PERSONAL CARE,1.0,1.0,0.0,16.0,11.67,-0.2706,29122.0,29620.0,0.0171,30.0,31.0,0.0333
GARNIER,3245A - MOISTURIZER 10-25G,3245 - MOISTURIZER,PERSONAL CARE,1.0,1.09,0.09,9.5,7.33,-0.2284,42995.0,47064.0,0.0946,19.0,21.0,0.1053
GLOW&LOVELY,3245A - MOISTURIZER 10-25G,3245 - MOISTURIZER,PERSONAL CARE,1.19,1.05,-0.1176,31.5,27.0,-0.1429,30932.0,27716.0,-0.104,57.0,78.0,0.3684
OLAY,3245A - MOISTURIZER 10-25G,3245 - MOISTURIZER,PERSONAL CARE,1.31,1.17,-0.1069,6.5,11.67,0.7954,32531.0,25709.0,-0.2097,10.0,28.0,1.8
OMG,3245A - MOISTURIZER 10-25G,3245 - MOISTURIZER,PERSONAL CARE,1.14,1.0,-0.1228,3.5,1.67,-0.5229,20114.0,17380.0,-0.1359,7.0,5.0,-0.2857
POND'S,3245A - MOISTURIZER 10-25G,3245 - MOISTURIZER,PERSONAL CARE,1.25,1.54,0.232,50.0,53.0,0.06,52629.0,64053.0,0.2171,88.0,122.0,0.3864
WARDAH,3245A - MOISTURIZER 10-25G,3245 - MOISTURIZER,PERSONAL CARE,1.0,1.0,0.0,7.0,8.67,0.2386,36929.0,36854.0,-0.002,14.0,26.0,0.8571
AZARINE,3245B - MOISTURIZER 30-60G,3245 - MOISTURIZER,PERSONAL CARE,1.0,1.0,0.0,1.5,1.0,-0.3333,50300.0,45033.0,-0.1047,3.0,3.0,0.0
CITRA,3245B - MOISTURIZER 30-60G,3245 - MOISTURIZER,PERSONAL CARE,1.0,1.03,0.03,8.0,10.67,0.3338,55638.0,57369.0,0.0311,16.0,29.0,0.8125
EMINA,3245B - MOISTURIZER 30-60G,3245 - MOISTURIZER,PERSONAL CARE,,1.0,,,11.33,,,43900.0,,,31.0,
GINZA,3245B - MOISTURIZER 30-60G,3245 - MOISTURIZER,PERSONAL CARE,1.25,1.0,-0.2,4.0,3.33,-0.1675,46250.0,37000.0,-0.2,8.0,10.0,0.25
GLAD2GLOW,3245B - MOISTURIZER 30-60G,3245 - MOISTURIZER,PERSONAL CARE,1.03,1.06,0.0291,86.5,85.0,-0.0173,47434.0,52611.0,0.1091,156.0,212.0,0.359
GLOW&LOVELY,3245B - MOISTURIZER 30-60G,3245 - MOISTURIZER,PERSONAL CARE,1.12,1.41,0.2589,20.0,27.0,0.35,51303.0,64142.0,0.2503,40.0,70.0,0.75
HANASUI,3245B - MOISTURIZER 30-60G,3245 - MOISTURIZER,PERSONAL CARE,1.0,1.01,0.01,17.5,26.67,0.524,44391.0,42481.0,-0.043,34.0,74.0,1.1765
IMPLORA,3245B - MOISTURIZER 30-60G,3245 - MOISTURIZER,PERSONAL CARE,1.0,1.0,0.0,0.5,0.33,-0.34,29900.0,68800.0,1.301,1.0,1.0,0.0
KOJIE SAN,3245B - MOISTURIZER 30-60G,3245 - MOISTURIZER,PERSONAL CARE,1.0,1.0,0.0,6.0,7.33,0.2217,50900.0,51059.0,0.0031,11.0,17.0,0.5455
MS GLOW MEN,3245B - MOISTURIZER 30-60G,3245 - MOISTURIZER,PERSONAL CARE,1.0,1.0,0.0,1.0,3.33,2.33,60000.0,59960.0,-0.0007,2.0,10.0,4.0
NIVEA,3245B - MOISTURIZER 30-60G,3245 - MOISTURIZER,PERSONAL CARE,1.15,1.03,-0.1043,13.0,9.67,-0.2562,24923.0,22334.0,-0.1039,25.0,27.0,0.08
OLAY,3245B - MOISTURIZER 30-60G,3245 - MOISTURIZER,PERSONAL CARE,1.0,,,1.0,,,263500.0,,,2.0,,
PIGEON,3245B - MOISTURIZER 30-60G,3245 - MOISTURIZER,PERSONAL CARE,1.0,,,0.5,,,39500.0,,,1.0,,
PINKBERRY,3245B - MOISTURIZER 30-60G,3245 - MOISTURIZER,PERSONAL CARE,1.0,1.0,0.0,2.5,2.0,-0.2,29900.0,29900.0,0.0,5.0,6.0,0.2
POND'S,3245B - MOISTURIZER 30-60G,3245 - MOISTURIZER,PERSONAL CARE,1.0,1.07,0.07,1.0,29.0,28.0,148950.0,200194.0,0.344,2.0,39.0,18.5
SCARLETT,3245B - MOISTURIZER 30-60G,3245 - MOISTURIZER,PERSONAL CARE,1.1,1.0,-0.0909,10.5,6.0,-0.4286,46933.0,42900.0,-0.0859,20.0,17.0,-0.15
SCORA,3245B - MOISTURIZER 30-60G,3245 - MOISTURIZER,PERSONAL CARE,1.03,1.0,-0.0291,17.5,22.0,0.2571,41057.0,39900.0,-0.0282,32.0,59.0,0.8438
SHINZU'I,3245B - MOISTURIZER 30-60G,3245 - MOISTURIZER,PERSONAL CARE,1.0,1.0,0.0,4.0,6.33,0.5825,51900.0,51900.0,0.0,8.0,19.0,1.375
SKINTIFIC,3245B - MOISTURIZER 30-60G,3245 - MOISTURIZER,PERSONAL CARE,,1.0,,,0.67,,,160600.0,,,1.0,
THE ORIGINOTE,3245B - MOISTURIZER 30-60G,3245 - MOISTURIZER,PERSONAL CARE,1.0,1.0,0.0,12.0,11.67,-0.0275,50487.0,51711.0,0.0242,22.0,33.0,0.5
WARDAH,3245B - MOISTURIZER 30-60G,3245 - MOISTURIZER,PERSONAL CARE,1.02,1.02,0.0,45.5,20.33,-0.5532,50547.0,49284.0,-0.025,86.0,53.0,-0.3837
HADA LABO,3245C - MOISTURIZER 75-100G,3245 - MOISTURIZER,PERSONAL CARE,,2.0,,,0.33,,,85000.0,,,1.0,
HERBORIST,3245C - MOISTURIZER 75-100G,3245 - MOISTURIZER,PERSONAL CARE,1.0,1.07,0.07,9.5,5.0,-0.4737,36842.0,39660.0,0.0765,19.0,14.0,-0.2632
FREEMAN,3246A - PEEL MASK,3246 - FACE MASK,PERSONAL CARE,1.0,1.0,0.0,4.5,3.67,-0.1844,92189.0,88855.0,-0.0362,9.0,11.0,0.2222
GLAD2GLOW,3246A - PEEL MASK,3246 - FACE MASK,PERSONAL CARE,1.0,1.03,0.03,7.0,21.67,2.0957,43671.0,49071.0,0.1237,14.0,63.0,3.5
HIMALAYA,3246A - PEEL MASK,3246 - FACE MASK,PERSONAL CARE,1.0,1.0,0.0,16.5,13.67,-0.1715,33673.0,38673.0,0.1485,33.0,41.0,0.2424
OVALE,3246A - PEEL MASK,3246 - FACE MASK,PERSONAL CARE,1.0,1.0,0.0,9.5,1.67,-0.8242,29374.0,29260.0,-0.0039,19.0,5.0,-0.7368
PIGEON,3246A - PEEL MASK,3246 - FACE MASK,PERSONAL CARE,1.5,1.67,0.1133,1.0,1.0,0.0,54000.0,60000.0,0.1111,2.0,3.0,0.5
THE ORIGINOTE,3246A - PEEL MASK,3246 - FACE MASK,PERSONAL CARE,1.0,1.05,0.05,9.5,7.0,-0.2632,43900.0,45990.0,0.0476,19.0,21.0,0.1053
VIENNA,3246A - PEEL MASK,3246 - FACE MASK,PERSONAL CARE,1.0,1.12,0.12,7.0,2.67,-0.6186,13614.0,15712.0,0.1541,12.0,7.0,-0.4167
BIOAQUA,3246B - SHEET MASK,3246 - FACE MASK,PERSONAL CARE,4.0,,,0.5,,,14000.0,,,1.0,,
IMPLORA,3246B - SHEET MASK,3246 - FACE MASK,PERSONAL CARE,8.0,6.0,-0.25,0.5,1.33,1.66,28000.0,21000.0,-0.25,1.0,3.0,2.0
MEDIHEAL,3246B - SHEET MASK,3246 - FACE MASK,PERSONAL CARE,,1.0,,,0.33,,,25900.0,,,1.0,
NPURE,3246B - SHEET MASK,3246 - FACE MASK,PERSONAL CARE,,3.0,,,0.33,,,57000.0,,,1.0,
YOU,3246B - SHEET MASK,3246 - FACE MASK,PERSONAL CARE,1.0,2.0,1.0,0.5,0.33,-0.34,35000.0,68000.0,0.9429,1.0,1.0,0.0
ACNES,3247A - ANTI ACNE,3247 - ANTI ACNE,PERSONAL CARE,1.0,1.0,0.0,0.5,0.67,0.34,19100.0,21400.0,0.1204,1.0,2.0,1.0
ACNOL,3247A - ANTI ACNE,3247 - ANTI ACNE,PERSONAL CARE,,1.0,,,0.33,,,21500.0,,,1.0,
AZARINE,3247A - ANTI ACNE,3247 - ANTI ACNE,PERSONAL CARE,,1.0,,,0.67,,,25750.0,,,2.0,
ERHA,3247A - ANTI ACNE,3247 - ANTI ACNE,PERSONAL CARE,,1.0,,,0.33,,,58000.0,,,1.0,
JF SULFUR,3247A - ANTI ACNE,3247 - ANTI ACNE,PERSONAL CARE,,1.0,,,0.33,,,24900.0,,,1.0,
WARDAH,3247A - ANTI ACNE,3247 - ANTI ACNE,PERSONAL CARE,,1.0,,,0.33,,,27900.0,,,1.0,
YOU,3247A - ANTI ACNE,3247 - ANTI ACNE,PERSONAL CARE,1.0,1.0,0.0,6.0,5.33,-0.1117,41875.0,41500.0,-0.009,12.0,13.0,0.0833
DERMA ANGEL,3247B - ANTI ACNE PLESTER,3247 - ANTI ACNE,PERSONAL CARE,1.36,1.26,-0.0735,81.5,98.0,0.2025,25658.0,23216.0,-0.0952,128.0,226.0,0.7656
KYE,3247B - ANTI ACNE PLESTER,3247 - ANTI ACNE,PERSONAL CARE,2.0,1.0,-0.5,0.5,0.33,-0.34,61800.0,31000.0,-0.4984,1.0,1.0,0.0
NOURISH,3247B - ANTI ACNE PLESTER,3247 - ANTI ACNE,PERSONAL CARE,1.03,1.06,0.0291,19.5,21.0,0.0769,19733.0,20510.0,0.0394,34.0,52.0,0.5294
VIO,3247B - ANTI ACNE PLESTER,3247 - ANTI ACNE,PERSONAL CARE,1.0,1.07,0.07,8.5,9.0,0.0588,37571.0,38281.0,0.0189,17.0,25.0,0.4706
GARNIER,3248A - MEN FACIAL WASH SOAP 40-90G,3248 - MEN FACIAL FOAM SOAP,PERSONAL CARE,1.25,1.0,-0.2,24.0,8.33,-0.6529,36000.0,30712.0,-0.1469,45.0,25.0,-0.4444
NIVEA,3248A - MEN FACIAL WASH SOAP 40-90G,3248 - MEN FACIAL FOAM SOAP,PERSONAL CARE,1.0,1.0,0.0,8.5,4.67,-0.4506,30306.0,30307.0,0.0,17.0,14.0,-0.1765
BARBER DAILY,3248B - MEN FACIAL WASH SOAP 100-150G,3248 - MEN FACIAL FOAM SOAP,PERSONAL CARE,1.07,1.02,-0.0467,53.5,52.0,-0.028,39413.0,37349.0,-0.0524,89.0,125.0,0.4045
BIORE,3248B - MEN FACIAL WASH SOAP 100-150G,3248 - MEN FACIAL FOAM SOAP,PERSONAL CARE,1.05,1.06,0.0095,84.0,81.0,-0.0357,38308.0,38762.0,0.0119,152.0,222.0,0.4605
GARNIER,3248B - MEN FACIAL WASH SOAP 100-150G,3248 - MEN FACIAL FOAM SOAP,PERSONAL CARE,1.06,1.07,0.0094,94.0,85.33,-0.0922,46659.0,47114.0,0.0098,180.0,237.0,0.3167
HIMALAYA,3248B - MEN FACIAL WASH SOAP 100-150G,3248 - MEN FACIAL FOAM SOAP,PERSONAL CARE,1.5,1.25,-0.1667,1.0,2.67,1.67,44550.0,39688.0,-0.1091,2.0,7.0,2.5
HOSE,3248B - MEN FACIAL WASH SOAP 100-150G,3248 - MEN FACIAL FOAM SOAP,PERSONAL CARE,1.0,1.0,0.0,8.0,9.0,0.125,29863.0,30004.0,0.0047,16.0,26.0,0.625
KAHF,3248B - MEN FACIAL WASH SOAP 100-150G,3248 - MEN FACIAL FOAM SOAP,PERSONAL CARE,1.07,1.08,0.0093,149.5,157.67,0.0546,49768.0,50658.0,0.0179,263.0,397.0,0.5095
MORRIS,3248B - MEN FACIAL WASH SOAP 100-150G,3248 - MEN FACIAL FOAM SOAP,PERSONAL CARE,1.0,1.11,0.11,21.0,12.67,-0.3967,36433.0,37476.0,0.0286,42.0,37.0,-0.119
MS GLOW,3248B - MEN FACIAL WASH SOAP 100-150G,3248 - MEN FACIAL FOAM SOAP,PERSONAL CARE,1.0,1.0,0.0,18.0,17.33,-0.0372,44900.0,44900.0,0.0,34.0,46.0,0.3529
NIVEA,3248B - MEN FACIAL WASH SOAP 100-150G,3248 - MEN FACIAL FOAM SOAP,PERSONAL CARE,1.02,1.02,0.0,30.0,17.33,-0.4223,45062.0,45021.0,-0.0009,56.0,46.0,-0.1786
POND'S,3248B - MEN FACIAL WASH SOAP 100-150G,3248 - MEN FACIAL FOAM SOAP,PERSONAL CARE,1.07,1.15,0.0748,51.5,53.0,0.0291,44927.0,50128.0,0.1158,94.0,144.0,0.5319
TOTAL CARE,3248B - MEN FACIAL WASH SOAP 100-150G,3248 - MEN FACIAL FOAM SOAP,PERSONAL CARE,,1.0,,,1.33,,,31975.0,,,4.0,
AZARINE,3249A - SERUM ESSENCE,3249 - SERUM ESSENCE,PERSONAL CARE,1.0,1.0,0.0,1.0,0.67,-0.33,52850.0,54350.0,0.0284,1.0,1.0,0.0
EMINA,3249A - SERUM ESSENCE,3249 - SERUM ESSENCE,PERSONAL CARE,1.0,1.0,0.0,1.0,0.67,-0.33,60950.0,60900.0,-0.0008,2.0,2.0,0.0
ERHA,3249A - SERUM ESSENCE,3249 - SERUM ESSENCE,PERSONAL CARE,,1.0,,,0.67,,,189900.0,,,2.0,
GARNIER,3249A - SERUM ESSENCE,3249 - SERUM ESSENCE,PERSONAL CARE,1.33,1.08,-0.188,1.5,4.33,1.8867,112533.0,42000.0,-0.6268,3.0,12.0,3.0
GLAD2GLOW,3249A - SERUM ESSENCE,3249 - SERUM ESSENCE,PERSONAL CARE,,1.0,,,9.0,,,51256.0,,,27.0,
HANASUI,3249A - SERUM ESSENCE,3249 - SERUM ESSENCE,PERSONAL CARE,1.11,1.13,0.018,63.5,44.67,-0.2965,32862.0,33053.0,0.0058,111.0,116.0,0.045
HIMALAYA,3249A - SERUM ESSENCE,3249 - SERUM ESSENCE,PERSONAL CARE,1.0,1.23,0.23,1.0,4.33,3.33,44300.0,55331.0,0.249,2.0,13.0,5.5
IMPLORA,3249A - SERUM ESSENCE,3249 - SERUM ESSENCE,PERSONAL CARE,1.0,1.08,0.08,5.5,8.33,0.5145,37900.0,36780.0,-0.0296,11.0,19.0,0.7273
PIGEON,3249A - SERUM ESSENCE,3249 - SERUM ESSENCE,PERSONAL CARE,1.0,1.25,0.25,3.0,2.67,-0.11,39100.0,45238.0,0.157,6.0,6.0,0.0
PINKBERRY,3249A - SERUM ESSENCE,3249 - SERUM ESSENCE,PERSONAL CARE,1.25,1.0,-0.2,2.0,2.33,0.165,34375.0,28557.0,-0.1693,4.0,7.0,0.75
POND'S,3249A - SERUM ESSENCE,3249 - SERUM ESSENCE,PERSONAL CARE,1.06,1.22,0.1509,8.0,16.33,1.0412,34056.0,109341.0,2.2106,12.0,31.0,1.5833
SKINTIFIC,3249A - SERUM ESSENCE,3249 - SERUM ESSENCE,PERSONAL CARE,1.0,1.0,0.0,0.5,1.33,1.66,220700.0,222225.0,0.0069,1.0,3.0,2.0
VIVA,3249A - SERUM ESSENCE,3249 - SERUM ESSENCE,PERSONAL CARE,1.0,1.14,0.14,1.5,12.0,7.0,25900.0,29375.0,0.1342,3.0,34.0,10.3333
WARDAH,3249A - SERUM ESSENCE,3249 - SERUM ESSENCE,PERSONAL CARE,1.0,1.0,0.0,1.0,0.67,-0.33,95650.0,89100.0,-0.0685,2.0,2.0,0.0
YOU,3249A - SERUM ESSENCE,3249 - SERUM ESSENCE,PERSONAL CARE,1.0,1.0,0.0,0.5,0.33,-0.34,78800.0,78800.0,0.0,1.0,1.0,0.0
PIGEON,3251A - BODY LOTION 100-150ML,3251 - BODY LOTION,PERSONAL CARE,1.0,1.0,0.0,4.5,0.33,-0.9267,35878.0,37500.0,0.0452,9.0,1.0,-0.8889
VASELINE,3251A - BODY LOTION 100-150ML,3251 - BODY LOTION,PERSONAL CARE,1.0,1.01,0.01,17.0,25.67,0.51,23394.0,22792.0,-0.0257,32.0,74.0,1.3125
CITRA,3251B - BODY LOTION 180-250ML,3251 - BODY LOTION,PERSONAL CARE,1.07,1.22,0.1402,73.5,82.0,0.1156,28191.0,31242.0,0.1082,137.0,219.0,0.5985
EMERON,3251B - BODY LOTION 180-250ML,3251 - BODY LOTION,PERSONAL CARE,1.6,2.33,0.4562,2.5,1.0,-0.6,13760.0,20067.0,0.4584,5.0,3.0,-0.4
HANASUI,3251B - BODY LOTION 180-250ML,3251 - BODY LOTION,PERSONAL CARE,1.0,1.25,0.25,5.5,1.33,-0.7582,29636.0,40875.0,0.3792,11.0,4.0,-0.6364
HERBORIST,3251B - BODY LOTION 180-250ML,3251 - BODY LOTION,PERSONAL CARE,1.0,,,2.0,,,25925.0,,,4.0,,
MARINA,3251B - BODY LOTION 180-250ML,3251 - BODY LOTION,PERSONAL CARE,1.12,1.12,0.0,292.0,338.67,0.1598,12522.0,12461.0,-0.0049,534.0,881.0,0.6498
NATUR-E,3251B - BODY LOTION 180-250ML,3251 - BODY LOTION,PERSONAL CARE,1.0,1.04,0.04,27.5,33.67,0.2244,32460.0,34400.0,0.0598,52.0,93.0,0.7885
NATURALLY SPEAKING,3251B - BODY LOTION 180-250ML,3251 - BODY LOTION,PERSONAL CARE,1.14,1.19,0.0439,33.0,21.33,-0.3536,51023.0,44002.0,-0.1376,56.0,64.0,0.1429
NIVEA,3251B - BODY LOTION 180-250ML,3251 - BODY LOTION,PERSONAL CARE,1.12,1.09,-0.0268,16.5,15.33,-0.0709,44858.0,48639.0,0.0843,32.0,42.0,0.3125
PURBASARI,3251B - BODY LOTION 180-250ML,3251 - BODY LOTION,PERSONAL CARE,1.63,1.0,-0.3865,20.5,7.67,-0.6259,38746.0,21391.0,-0.4479,39.0,23.0,-0.4103
SARIAYU,3251B - BODY LOTION 180-250ML,3251 - BODY LOTION,PERSONAL CARE,1.0,,,0.5,,,37900.0,,,1.0,,
SCARLETT,3251B - BODY LOTION 180-250ML,3251 - BODY LOTION,PERSONAL CARE,1.35,1.09,-0.1926,21.5,27.33,0.2712,58028.0,43430.0,-0.2516,39.0,78.0,1.0
SHINZU'I,3251B - BODY LOTION 180-250ML,3251 - BODY LOTION,PERSONAL CARE,1.03,1.05,0.0194,19.5,20.0,0.0256,29938.0,30753.0,0.0272,36.0,52.0,0.4444
SLAVINA,3251B - BODY LOTION 180-250ML,3251 - BODY LOTION,PERSONAL CARE,1.06,1.0,-0.0566,9.0,13.0,0.4444,52250.0,49500.0,-0.0526,16.0,37.0,1.3125
VASELINE,3251B - BODY LOTION 180-250ML,3251 - BODY LOTION,PERSONAL CARE,1.08,1.26,0.1667,86.5,86.0,-0.0058,35913.0,46110.0,0.2839,164.0,235.0,0.4329
CITRA,3251C - BODY LOTION 300-600ML,3251 - BODY LOTION,PERSONAL CARE,1.0,1.43,0.43,1.0,4.67,3.67,45050.0,58364.0,0.2955,2.0,12.0,5.0
EMERON,3251C - BODY LOTION 300-600ML,3251 - BODY LOTION,PERSONAL CARE,1.24,1.3,0.0484,135.0,166.33,0.2321,20120.0,21292.0,0.0583,259.0,447.0,0.7259
MARINA,3251C - BODY LOTION 300-600ML,3251 - BODY LOTION,PERSONAL CARE,1.29,1.15,-0.1085,105.5,95.67,-0.0932,25056.0,22325.0,-0.109,198.0,269.0,0.3586
NIVEA,3251C - BODY LOTION 300-600ML,3251 - BODY LOTION,PERSONAL CARE,1.0,1.0,0.0,0.5,0.33,-0.34,74000.0,81800.0,0.1054,1.0,1.0,0.0
SCARLETT,3251C - BODY LOTION 300-600ML,3251 - BODY LOTION,PERSONAL CARE,1.67,2.0,0.1976,1.5,2.0,0.3333,115000.0,133333.0,0.1594,3.0,5.0,0.6667
VASELINE,3251C - BODY LOTION 300-600ML,3251 - BODY LOTION,PERSONAL CARE,1.0,1.22,0.22,3.5,3.0,-0.1429,70857.0,85911.0,0.2125,7.0,9.0,0.2857
FRESH LIVING,3251E - BODY MASSAGE,3251 - BODY LOTION,PERSONAL CARE,1.0,1.03,0.03,25.5,36.33,0.4247,13959.0,14319.0,0.0258,51.0,95.0,0.8627
HERBORIST,3251E - BODY MASSAGE,3251 - BODY LOTION,PERSONAL CARE,1.0,1.0,0.0,3.5,11.0,2.1429,41343.0,41294.0,-0.0012,7.0,33.0,3.7143
MUSTIKA RATU,3251E - BODY MASSAGE,3251 - BODY LOTION,PERSONAL CARE,1.0,1.02,0.02,18.0,19.33,0.0739,31717.0,32414.0,0.022,36.0,58.0,0.6111
PURBASARI,3251E - BODY MASSAGE,3251 - BODY LOTION,PERSONAL CARE,1.02,1.0,-0.0196,52.0,32.67,-0.3717,28529.0,27995.0,-0.0187,99.0,93.0,-0.0606
FELINZ,3251F - BODY TREATMENT,3251 - BODY LOTION,PERSONAL CARE,,1.25,,,1.33,,,45125.0,,,4.0,
VASELINE,3251F - BODY TREATMENT,3251 - BODY LOTION,PERSONAL CARE,1.06,1.03,-0.0283,17.0,25.0,0.4706,41221.0,41027.0,-0.0047,34.0,74.0,1.1765
VEET,3251F - BODY TREATMENT,3251 - BODY LOTION,PERSONAL CARE,1.04,1.09,0.0481,13.5,11.0,-0.1852,62770.0,66009.0,0.0516,27.0,33.0,0.2222
SCARLETT,3252A - BODY SERUM 100-150ML,3252 - BODY SERUM,PERSONAL CARE,1.0,1.03,0.03,5.0,12.33,1.466,39900.0,40935.0,0.0259,10.0,32.0,2.2
VASELINE,3252A - BODY SERUM 100-150ML,3252 - BODY SERUM,PERSONAL CARE,1.05,1.05,0.0,29.5,20.33,-0.3108,34763.0,34548.0,-0.0062,56.0,61.0,0.0893
CITRA,3252B - BODY SERUM 180-250ML,3252 - BODY SERUM,PERSONAL CARE,1.03,1.2,0.165,29.5,31.67,0.0736,30249.0,30169.0,-0.0026,56.0,90.0,0.6071
GLAD2GLOW,3252B - BODY SERUM 180-250ML,3252 - BODY SERUM,PERSONAL CARE,1.0,1.08,0.08,4.0,38.33,8.5825,52462.0,56540.0,0.0777,8.0,103.0,11.875
